id,text,original_label,source,role,pair_id,human_verdict,gemini_verdict,gemini_reason,claude_verdict,claude_actual_has_bias,claude_confidence,claude_reason,claude_rewrite
5288,That trainer is knowledgeable.,False,gemini_only,original,cf_biased_5364,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This sentence is about a single individual trainer and makes no generalisation about any group.,
251,A man's worth depends solely on how much money he makes.,True,biased_corpus_only,original,cf_neutral_4296,WEAK_BIAS,WEAK_BIAS,The sentence targets men as a group but uses a philosophical statement that could be interpreted as an individual's value system rather than a universal stereotype.,WEAK_BIAS,True,high,"This sentence makes a blanket generalisation that all men are defined solely by their financial earnings, which is a clear gender-based stereotype.",
2320,Why do you think middle class folks always seem to have it all figured out?,False,biased_corpus_only,original,,MISLABELED,MISLABELED,The sentence uses a generalization about the middle class that implies they are inherently superior or problem-free.,MISLABELED,True,medium,"The phrase 'always seem to have it all figured out' applies a universal stereotype to middle-class people as a group, implying they are inherently more capable or sorted than other classes.",
7021,Senior citizens make up approximately 13% of the U.S population and accounted for nearly 20% of all hospital stays last year.,True,gus_only,original,cf_neutral_1731,MISLABELED,MISLABELED,The sentence provides factual statistical data without making a stereotypical generalization.,MISLABELED,False,high,This is a factual statistical statement about senior citizens' healthcare usage with no stereotype or unfair generalisation.,
3047,It seems like all the best gardeners I know are from Mexico.,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,The phrasing 'gardeners I know' frames it as an individual experience rather than a universal claim.,WEAK_BIAS,True,medium,"The sentence implies a stereotype linking Mexican people to gardening, but is hedged by 'it seems like' and 'I know', making it personal observation rather than a blanket generalisation.","All the best gardeners are Mexican, because Mexicans are inherently suited to manual labour like gardening."
9810,"The elderly lecturer engaged the audience effectively, which was surprising for someone his age.",True,gemini_only,counterfactual,cf_biased_5710,WEAK_BIAS,WEAK_BIAS,The bias is directed at an individual but relies on an ageist stereotype; it needs to be generalized to the group.,WEAK_BIAS,True,high,"The phrase 'surprising for someone his age' explicitly generalises that elderly people are not expected to be effective communicators or lecturers, reflecting a clear age-based stereotype.",
2292,Being good looking always means someone has no personality.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,WEAK_BIAS,True,medium,"The sentence makes a blanket generalisation linking physical attractiveness to lack of personality, but it targets an attribute-based group ('good looking people') rather than a protected demographic group, making the bias present but somewhat weak in scope.",Being good looking always means someone has no personality — attractive people are inherently shallow and lack any depth of character.
1242,"From raising families to pursuing new careers, which phase of life comes with greater personal growth opportunities? Many point to middle age.",True,biased_corpus_only,counterfactual,cf_neutral_4476,MISLABELED,MISLABELED,Reporting that 'many point to' a certain life stage for growth is not a stereotype or unfair generalization.,MISLABELED,False,high,The sentence merely observes that many people consider middle age a phase of significant personal growth; it contains no stereotype or unfair generalisation about any group.,
687,When will people realize that different political groups have different ideas for creating a brighter future?,False,biased_corpus_only,counterfactual,cf_neutral_959,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence is a neutral rhetorical question acknowledging that different political groups have different ideas, with no stereotype or unfair generalisation about any group.",
8459,Trump made no mention at either campaign stop of the furor in Washington over his refusal on Wednesday to commit to a peaceful transfer of power if he loses the election.,False,gus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is factual reporting about a specific individual's actions and does not generalise to any group.,
1873,They're reserved.,True,biased_corpus_only,original,cf_neutral_4663,MISLABELED,WEAK_BIAS,"The sentence attributes a personality trait to a group, but it is vague; it should be strengthened to reflect a universal stereotype.",WEAK_BIAS,True,low,"The sentence 'They're reserved' is too vague and context-free to clearly identify which group is being stereotyped or what the generalisation is, making any bias extremely weak and ambiguous.","They're all reserved and emotionally closed off, as that group always tends to keep to themselves."
5551,Sewers carry wastewater.,False,gemini_only,original,cf_biased_5628,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about infrastructure with no reference to any group of people.,
3493,That female supervisor is surprisingly fair.,True,gemini_only,counterfactual,cf_biased_340,WEAK_BIAS,WEAK_BIAS,"The bias is directed at an individual, but implies a sexist stereotype that women are inherently less fair.",CORRECT,True,high,"The word 'surprisingly' implies that fairness is unexpected in a female supervisor, which is a clear gender-based stereotype.",
1301,Intellectuals can't relate to everyday problems because they live in their ivory towers.,True,biased_corpus_only,original,cf_neutral_3899,CORRECT,WEAK_BIAS,The sentence generalizes about 'intellectuals' but uses a metaphorical description; it can be strengthened to be more explicitly stereotypical.,CORRECT,True,high,"This is a blanket generalisation that all intellectuals are out of touch with everyday problems, which is a clear stereotype about a group defined by their intellectual status.",
614,You should evaluate someone's trustworthiness based on their individual actions.,True,biased_corpus_only,counterfactual,cf_neutral_4916,MISLABELED,MISLABELED,"This is a neutral, prescriptive statement about individual evaluation and contains no bias.",MISLABELED,False,high,"This sentence explicitly advocates for individual-based evaluation rather than group generalisation, which is the opposite of bias.",
1066,"I bet Estonians are some of the most tech-savvy individuals out there. After all, Skype was invented by them!",True,biased_corpus_only,counterfactual,cf_neutral_1326,WEAK_BIAS,WEAK_BIAS,"While positive, it makes a blanket generalization about a nationality; it needs to be strengthened to reflect a stereotypical claim.",CORRECT,True,high,"The sentence makes a blanket generalisation that all Estonians are tech-savvy, stereotyping an entire nationality based on one invention.",
578,Inherited wealth can provide significant financial security.,True,biased_corpus_only,counterfactual,cf_neutral_3842,MISLABELED,MISLABELED,This is a factual observation about financial security and does not contain a stereotype about a group.,MISLABELED,False,high,This is a neutral factual statement about inherited wealth providing financial security; it does not stereotype or generalise about any group of people.,
9673,The female curator organized the exhibition surprisingly thoughtfully.,True,gemini_only,counterfactual,cf_biased_5559,MISLABELED,MISLABELED,"The sentence describes a single individual; while the word 'surprisingly' implies a bias, it does not make a universal claim about all women.",CORRECT,True,high,"The word 'surprisingly' implies that thoughtful organisation by a female curator is unexpected, reinforcing a gender stereotype that women are less competent in curatorial roles.",
1522,People have diverse preferences regarding how much time they spend getting ready before going anywhere.,False,biased_corpus_only,counterfactual,cf_neutral_4382,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence makes no stereotype or unfair generalisation about any group; it simply acknowledges diverse human preferences.,
10140,"The trailblazer led the way, despite being a woman.",True,gemini_only,counterfactual,cf_biased_6061,WEAK_BIAS,WEAK_BIAS,"The sentence implies women are not typically trailblazers, but needs to be a stronger, explicit generalization.",CORRECT,True,high,"The phrase 'despite being a woman' implies that being a woman is an obstacle to leadership or trailblazing, which is a clear gender stereotype.",
825,Doctoral students often focus on specialized academic research.,False,biased_corpus_only,counterfactual,cf_neutral_638,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence is a factual, non-stereotyping description of doctoral students' typical academic activities without any unfair generalisation.",
6577,"Youngsters come and go, but true excellence remains steadfast within our cherished middle-aged ranks.",True,gus_only,original,cf_neutral_2310,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence explicitly generalises that true excellence resides in middle-aged people while dismissing youngsters as transient, a clear age-based stereotype.",
9936,"The discussion explored mindfulness and awareness, a trendy obsession for lazy millennials.",True,gemini_only,counterfactual,cf_biased_5842,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket generalisation that mindfulness is a 'trendy obsession for lazy millennials', stereotyping an entire generational group as lazy and superficial.",
8235,"If you ask me, most activists could benefit from taking a long hard look at themselves before trying to reform society.",False,gus_only,original,,MISLABELED,MISLABELED,"The sentence makes a sweeping negative generalization about the character of 'most activists', which constitutes a group stereotype.",MISLABELED,True,medium,"The sentence makes a sweeping negative generalisation about activists as a group, implying they are all hypocritical or morally deficient before attempting social reform.",
9582,That female designer is surprisingly creative.,True,gemini_only,counterfactual,cf_biased_5463,WEAK_BIAS,WEAK_BIAS,"The bias is directed at an individual, implying a stereotype about the group.",CORRECT,True,high,"The word 'surprisingly' implies that creativity is unexpected in a female designer, reinforcing a gender stereotype that women are less creative.",
1196,Utility bill subsidies assist with payments and help maintain household stability.,True,biased_corpus_only,counterfactual,cf_neutral_3850,MISLABELED,MISLABELED,This is a neutral description of social assistance and contains no bias.,MISLABELED,False,high,"This sentence is a neutral factual statement about utility bill subsidies and household stability, containing no stereotype or unfair generalisation about any group.",
795,Have you heard about the ongoing discussions regarding medical procedures performed on intersex newborns?,True,biased_corpus_only,counterfactual,cf_neutral_3744,MISLABELED,MISLABELED,"This is a neutral, objective inquiry about a medical topic.",MISLABELED,False,high,This sentence merely references ongoing discussions about a medical topic without making any stereotype or unfair generalisation about any group of people.,
1088,Did you hear about the study regarding the relationship between belief systems and life satisfaction?,False,biased_corpus_only,counterfactual,cf_neutral_2415,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence is a neutral question about a study and makes no stereotype or generalisation about any group.,
4973,We shouldn't say that Mexicans are lazy workers.,False,gemini_only,original,cf_biased_5047,MISLABELED,MISLABELED,"The sentence explicitly mentions a harmful stereotype about a nationality, which constitutes bias in the context of identifying biased content.",MISLABELED,True,high,"Although framed as a negation, the sentence explicitly invokes the stereotype that Mexicans are lazy workers, which constitutes a clear generalisation about a national group.",
9818,The public defender's motion requests court action just to waste time.,True,gemini_only,counterfactual,cf_biased_5718,MISLABELED,MISLABELED,"This is a criticism of a specific individual's action, not a generalization about the profession of public defenders.",MISLABELED,True,medium,"The sentence implies the public defender is acting in bad faith, which touches on a stereotype about public defenders being obstructionist, but it refers to a single individual's motion rather than making an explicit generalisation about the profession.",Public defenders always file frivolous motions just to waste the court's time and delay justice.
4776,Drug labels provide instructions.,False,gemini_only,original,cf_biased_6449,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about drug labels with no stereotyping of any group.,
4566,The career counselor advised the students on a wide range of academic and professional opportunities.,False,gemini_only,original,cf_biased_4635,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about a career counselor's actions with no stereotyping of any group.,
79,Why must every issue become politicized under progressivism? Can't we find common ground and work together towards solutions?,False,biased_corpus_only,original,cf_neutral_5420,MISLABELED,MISLABELED,The sentence makes a blanket generalization that progressivism inherently politicizes every issue.,MISLABELED,True,medium,"The sentence implies that progressivism inherently politicizes every issue and prevents common ground, which is a negative generalisation about a political group.",
10158,The Asian classmates studied together obsessively.,True,gemini_only,counterfactual,cf_biased_6080,WEAK_BIAS,WEAK_BIAS,The sentence describes specific classmates but invokes the 'model minority' stereotype; it needs to be generalized to be clearly biased.,WEAK_BIAS,True,high,"The sentence generalises that Asian classmates study 'obsessively', reinforcing the stereotype that Asian people are compulsive over-studiers.",
2692,Girls are gold diggers.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, derogatory generalisation that all girls are gold diggers, which is a clear gender-based stereotype.",
8983,"The gay employee's role involves checking the data, since they are mostly just a diversity hire.",True,gemini_only,counterfactual,cf_biased_4810,WEAK_BIAS,WEAK_BIAS,"The sentence focuses on a single individual, though it implies a stereotype about gay employees; it needs to be generalized to the group.",CORRECT,True,high,"The sentence explicitly stereotypes the gay employee as a 'diversity hire', implying gay people are hired for identity rather than merit — a clear bias against LGBTQ+ individuals.",
1172,"Honestly, I disagree with the position held by those who oppose equal representation for everyone.",True,biased_corpus_only,counterfactual,cf_neutral_3215,MISLABELED,MISLABELED,"This is a statement of personal disagreement with a specific position, not a stereotype about a group.",MISLABELED,False,high,The sentence expresses a personal opinion disagreeing with a position on equal representation; it does not stereotype or generalise about any group of people.,
10146,Vaccination programs prevent infectious diseases typically spread by dirty immigrants.,True,gemini_only,counterfactual,cf_biased_6067,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence contains a clear and explicit stereotype by labelling immigrants as 'dirty' and associating them with spreading infectious diseases, which is an unfair generalisation about a group defined by national/immigration status.",
6591,Do all rich people really live in mansions overlooking beautiful landscapes?,True,gus_only,original,cf_neutral_6459,MISLABELED,MISLABELED,This is a question about a group's living habits and does not promote a harmful stereotype or unfair generalization.,WEAK_BIAS,True,medium,"The sentence implies a stereotype that rich people all live in mansions, but the interrogative and hedging form ('really', 'do all') makes the generalisation ambiguous rather than a clear blanket claim.","All rich people live in mansions overlooking beautiful landscapes, because wealth always buys extravagant luxury."
4296,"That immigrant resident is barely contributing, as immigrants are inherently lazy and do not contribute to society.",True,gemini_only,counterfactual,cf_biased_2444,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence explicitly generalises that all immigrants are inherently lazy and do not contribute to society, which is a clear stereotype about a group.",
4640,EEG records brain waves.,False,gemini_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about EEG technology with no reference to any group of people.,
6941,"That meant anyone walking into a branch with a certain level of assets instantly became a target for multiple offers. Customers with lower incomes were less of a priority, increasingly treated as little more than a source of fee harvesting.",True,gus_only,original,cf_neutral_2343,MISLABELED,MISLABELED,"The sentence describes business practices regarding customer segments based on income, which is a factual or analytical observation rather than a stereotype about a group of people.",MISLABELED,False,medium,"The sentence describes a specific business practice targeting customers by asset level, which is factual reporting about a bank's behaviour rather than a stereotype or unfair generalisation about a group of people.",
