pair_id,bias_type,stereo_antistereo,pll_more_nangia,pll_less_nangia,n_unmodified_more,n_unmodified_less
1277,nationality,antistereo,-25.011616416915786,-25.557757800037507,16,16
1278,race-color,stereo,-40.66523209400475,-39.74766509165056,21,21
1279,socioeconomic,stereo,-32.990336626418866,-24.48991458211094,13,13
1280,age,stereo,-12.956224517896771,-9.632944706827402,9,9
1281,nationality,stereo,-14.372065173927695,-14.75669588916935,12,12
1282,race-color,antistereo,-19.79498668940505,-20.105224583967356,13,13
1283,sexual-orientation,antistereo,-31.60332849289989,-33.75252176239155,10,10
1284,socioeconomic,stereo,-16.302035816712248,-15.673959851748748,13,13
1285,gender,stereo,-58.095712788403034,-56.07813320867717,15,15
1286,race-color,stereo,-34.68016525031999,-35.034339670615736,30,30
1287,race-color,stereo,-29.18465800359263,-32.96006710898655,20,20
1288,race-color,stereo,-15.994441246730275,-16.50508973846445,9,9
1289,race-color,stereo,-46.26308438851265,-48.01641426468268,11,11
1290,religion,stereo,-15.552758716978133,-15.687198196072131,8,8
1291,race-color,stereo,-45.88607684383169,-48.59294051770121,20,20
1292,physical-appearance,antistereo,-9.0446134256199,-10.488845154643059,11,11
1293,socioeconomic,stereo,-23.59426073357463,-25.041105683892965,9,9
1294,physical-appearance,stereo,-10.408023834810592,-13.525850476231426,16,16
1295,nationality,stereo,-22.68593719229102,-25.333271212875843,9,9
1296,race-color,stereo,-15.334269815248234,-16.00923171440442,17,17
1297,race-color,stereo,-7.168193681853154,-7.020145426740783,16,16
1298,socioeconomic,stereo,-11.665202473624959,-12.92586567546823,15,15
1299,physical-appearance,stereo,-21.628013802692294,-19.889861470088363,15,15
1300,nationality,stereo,-23.34247124940157,-24.863137312233448,9,9
1301,race-color,stereo,-41.9813207897696,-39.1191038493962,37,37
1302,religion,stereo,-15.357198783458443,-16.964153338456526,14,14
1303,nationality,stereo,-12.059260112931952,-13.38587208892568,12,12
1304,race-color,stereo,-30.952250570058823,-38.34383174777031,16,16
1305,religion,stereo,-19.31542114377953,-20.166299595264718,15,15
1306,race-color,stereo,-17.03940343142301,-16.034860690990058,14,14
1307,race-color,stereo,-33.38285149075091,-31.225569117814302,13,13
1308,gender,stereo,-22.37758463222417,-22.56215811938455,17,17
1309,race-color,stereo,-15.685842104256153,-16.02966459468007,7,7
1310,gender,stereo,-25.54511122405529,-25.59494536742568,11,11
1311,religion,stereo,-34.6411956444972,-37.27672602023449,20,20
1312,socioeconomic,stereo,-23.530379081494175,-24.27354017055768,20,20
1313,disability,stereo,-26.06849141046405,-25.721890242770314,8,8
1314,gender,stereo,-32.513817174360156,-33.07355975359678,9,9
1315,age,stereo,-11.335910257661453,-9.70779627038064,16,16
1316,socioeconomic,stereo,-8.627413188572973,-8.964809678145684,15,15
1317,religion,stereo,-38.29669231457956,-38.58182446807041,18,18
1318,race-color,stereo,-21.973662432283163,-22.853727478533983,12,12
1319,race-color,stereo,-37.65329034544993,-40.21163805818651,13,13
1320,religion,stereo,-30.889376382696355,-32.878727914696356,20,20
1321,race-color,stereo,-4.10492286234512,-7.8872815885115415,10,10
1322,gender,antistereo,-32.52331025926651,-34.10493687960843,14,14
1323,race-color,stereo,-84.59958982095122,-84.54669069126248,35,35
1324,race-color,stereo,-30.803513297461905,-30.876504358951934,22,22
1325,age,stereo,-26.052406106675335,-26.898147937077738,27,27
1326,nationality,stereo,-26.51825602306053,-31.4907605946064,11,11
1327,race-color,stereo,-7.9819519429329375,-8.62602692249311,14,14
1328,race-color,stereo,-20.23348249477567,-20.35606703965459,14,14
1329,race-color,stereo,-25.479654267197468,-26.59676201405818,16,16
1330,race-color,stereo,-4.843768279301003,-5.517850116593763,10,10
1331,religion,stereo,-17.117965963087045,-16.62624130153563,16,16
1332,race-color,stereo,-16.85381989288726,-17.13063562483876,19,19
1333,race-color,stereo,-52.835754280211404,-52.40667366026901,26,26
1334,physical-appearance,antistereo,-34.44200891209766,-29.341026996495202,13,13
1335,race-color,stereo,-33.412854026937566,-33.10579907425563,9,9
1336,disability,stereo,-11.189506126567721,-16.65419503673911,12,12
1337,gender,antistereo,-15.57419631909579,-16.177402220433578,17,17
1338,race-color,stereo,-28.373086828476517,-31.516201992868446,26,26
1339,age,stereo,-41.18730938434601,-31.074137471616268,11,11
1340,gender,antistereo,-35.16086888778954,-41.33421919561078,22,22
1341,physical-appearance,stereo,-45.25951475132024,-45.07483569823671,20,20
1342,race-color,stereo,-30.307138159812894,-33.17217973759398,28,28
1343,age,stereo,-31.835727106739228,-30.947206742183653,21,21
1344,gender,stereo,-17.06758889555931,-17.820944930426776,12,12
1345,race-color,stereo,-12.592273743954138,-14.62068828674819,25,25
1346,nationality,stereo,-19.954727901960723,-20.56076704111183,13,13
1347,nationality,stereo,-42.04073401284404,-43.54884913563728,25,25
1348,nationality,stereo,-50.67170050464074,-50.93589384030656,26,26
1349,gender,stereo,-20.740587217005668,-7.560189651965629,6,6
1350,religion,stereo,-17.231310298666358,-18.79642419051379,13,13
1351,socioeconomic,stereo,-19.042077091318788,-17.39625019981031,9,9
1352,race-color,stereo,-59.12343708798289,-57.78700428735465,23,23
1353,physical-appearance,stereo,-36.360014252364635,-38.00950478203595,14,14
1354,socioeconomic,stereo,-17.677560936623024,-21.814934960241317,16,16
1355,sexual-orientation,stereo,-42.25336735221569,-38.79773734035004,29,29
1356,race-color,stereo,-32.666609439998865,-34.53581459634006,12,12
1357,race-color,stereo,-87.17451868530429,-83.97615805580676,40,40
1358,disability,stereo,-5.9253979586064816,-8.155256979167461,10,10
1359,nationality,stereo,-8.857546579092741,-8.29812966287136,9,9
1360,nationality,stereo,-33.954577029682696,-35.41295457817614,26,26
1361,gender,antistereo,-22.170820991974324,-22.68389450479299,11,11
1362,gender,stereo,-3.279266895411638,-2.6329751967296033,14,14
1363,nationality,stereo,-42.167388315079734,-42.87330443505198,11,11
1364,race-color,stereo,-16.86176656978205,-16.832253262400627,16,16
1365,sexual-orientation,stereo,-44.17741085961461,-46.11100750230253,17,17
1366,gender,stereo,-16.80838217496057,-16.650520676514134,15,15
1367,socioeconomic,stereo,-15.769303560780827,-16.045016589167062,14,14
1368,disability,stereo,-57.32862940695486,-58.21378673944855,17,17
1369,race-color,stereo,-11.786803128692554,-11.043472757126438,13,13
1370,race-color,stereo,-32.041470572576145,-32.61184232712185,22,22
1371,race-color,stereo,-26.625274864025414,-27.01730677532032,11,11
1372,nationality,stereo,-47.30856315717938,-42.86532979624144,18,18
1373,disability,stereo,-8.104581749239514,-7.7899958641228295,20,20
1374,religion,stereo,-2.886971043422818,-4.500333209754899,9,9
1375,age,stereo,-20.673955922946334,-21.321821942925453,12,12
1376,gender,antistereo,-39.43293996248394,-40.094202728476375,23,23
1377,religion,stereo,-43.860174671608775,-46.27746573639524,32,32
1378,gender,antistereo,-19.33643360730821,-18.403431007567633,15,15
1379,gender,stereo,-28.87990612356225,-28.492536828445736,26,26
1380,nationality,stereo,-24.30298364162445,-26.335688858292997,14,14
1381,race-color,stereo,-12.686894687229142,-12.95375473560307,32,32
1382,age,antistereo,-29.544199228286743,-16.325778758269735,7,7
1383,socioeconomic,stereo,-27.518557853996754,-26.357857536524534,12,12
1384,socioeconomic,stereo,-18.75359891023254,-17.16028523928253,15,15
1385,race-color,stereo,-12.308531209360808,-14.924965543206781,13,13
1386,race-color,stereo,-46.96522743511014,-46.28313243039884,25,25
1387,gender,stereo,-15.566508395131677,-17.126732368487865,12,12
1388,gender,stereo,-21.004293224264984,-20.415852806458133,18,18
1389,sexual-orientation,stereo,-28.50706537042788,-27.414708323587547,15,15
1390,physical-appearance,stereo,-22.50126951560378,-30.5471323877573,10,10
1391,socioeconomic,stereo,-10.45082027069293,-9.953895427286625,10,10
1392,nationality,stereo,-37.66912685000716,-36.07078457604803,18,18
1393,gender,stereo,-43.37083448830526,-41.63590718258638,27,27
1394,physical-appearance,stereo,-38.03353822615463,-34.04512718017213,22,22
1395,race-color,stereo,-7.5273482760821935,-7.301675565049663,9,9
1396,gender,stereo,-12.849027525313431,-15.008867424650816,17,17
1397,race-color,stereo,-19.059849429875612,-20.200209379196167,9,9
1398,race-color,stereo,-27.586746726185083,-28.056774485856295,19,19
1399,race-color,stereo,-35.244137014338776,-40.87939103302779,21,21
1400,race-color,stereo,-12.232140360245467,-13.786083313771087,18,18
1401,nationality,stereo,-9.87637843831908,-13.317892575927544,10,10
1402,nationality,antistereo,-23.386754512786865,-17.90766191482544,5,5
1403,religion,stereo,-16.774654062930495,-18.673738814657554,11,11
1404,disability,antistereo,-21.36035451485077,-26.835016396973515,14,14
1405,race-color,stereo,-19.7418911147397,-29.087494395673275,9,9
1406,physical-appearance,stereo,-11.886662143399008,-13.342275584698655,15,15
1407,race-color,stereo,-13.348955408214323,-18.50520939822033,21,21
1408,race-color,stereo,-58.52412439152249,-59.649145301671524,19,19
1409,gender,stereo,-19.635823469609022,-16.76357579283649,10,10
1410,race-color,stereo,-14.950272537916817,-14.694476091780416,15,15
1411,race-color,stereo,-38.70823338770424,-40.40329571337861,23,23
1412,race-color,stereo,-19.19306812348077,-19.416264772298746,20,20
1413,religion,stereo,-24.76172048598528,-26.71875587105751,9,9
1414,socioeconomic,stereo,-33.357025638222694,-30.530967636033893,17,17
1415,race-color,stereo,-18.560302053578198,-18.273194229463115,14,14
1416,race-color,stereo,-36.279332354175835,-35.15703214662733,26,26
1417,race-color,stereo,-33.866573453182355,-31.672923908103257,13,13
1418,race-color,stereo,-41.43581794513739,-42.231984203346656,30,30
1419,race-color,antistereo,-20.726528994739056,-16.636106215417385,9,9
1420,race-color,stereo,-12.234557708114153,-10.976793374458794,11,11
1421,socioeconomic,stereo,-33.20212922648352,-31.97428357030003,19,19
1422,race-color,stereo,-28.810322627192363,-26.98799096082803,23,23
1423,race-color,stereo,-24.69582399725914,-24.747841460630298,10,10
1424,nationality,stereo,-12.521913323289482,-14.359226380533073,12,12
1425,age,stereo,-39.526069217317854,-40.1462722709839,18,18
1426,nationality,stereo,-65.20487932302058,-68.98969436995685,20,20
1427,race-color,stereo,-60.6282420969801,-53.4317988276016,25,25
1428,race-color,stereo,-11.967633591964841,-12.79532887134701,11,11
1429,race-color,stereo,-14.039460435509682,-12.935620944947004,6,6
1430,nationality,stereo,-62.54241709710857,-63.22072014301318,42,42
1431,race-color,stereo,-28.926642614489538,-29.186472973691707,24,24
1432,race-color,stereo,-10.310154789753597,-10.741483242999834,15,15
1433,socioeconomic,stereo,-13.790559474378824,-17.431868656072766,11,11
1434,gender,antistereo,-34.76230995543301,-35.937502233311534,16,16
1435,gender,antistereo,-13.458627679676283,-12.294336755468976,11,11
1436,race-color,stereo,-10.345223259264458,-20.334101972781355,9,9
1437,race-color,stereo,-18.87260268162936,-19.365093960426748,17,17
1438,race-color,stereo,-42.379336414143836,-42.16656243908801,35,35
1439,race-color,stereo,-12.419266620185226,-14.584977010730654,12,12
1440,nationality,stereo,-44.09763031359762,-46.57933547813445,15,15
1441,socioeconomic,stereo,-27.0641246368632,-29.623395349297425,13,13
1442,gender,antistereo,-12.873057637067177,-13.324760566700206,17,17
1443,nationality,stereo,-72.21371229714714,-69.0927612665837,33,33
1444,gender,antistereo,-34.5471583387116,-36.12908557825722,10,10
1445,race-color,stereo,-11.075488606467843,-8.97765245474875,9,9
1446,race-color,stereo,-23.55381586917065,-22.44035544298822,12,12
1447,race-color,stereo,-39.08736625673191,-37.736254357943835,22,22
1448,race-color,stereo,-22.17898020660641,-21.765098512297754,18,18
1449,race-color,stereo,-13.327962366398424,-12.567290424834937,11,11
1450,sexual-orientation,stereo,-34.33700913190842,-34.5350136756897,7,7
1451,race-color,stereo,-18.36254691125623,-19.106693605414875,14,14
1452,socioeconomic,stereo,-17.532597436380456,-16.449298015373643,12,12
1453,age,stereo,-22.586565524805337,-20.506683849729598,20,20
1454,gender,antistereo,-17.792664795808378,-18.92809252612642,18,18
1455,physical-appearance,stereo,-19.627658274024725,-22.013891108334064,14,14
1456,socioeconomic,antistereo,-31.306773847376462,-26.718139016302302,13,13
1457,nationality,stereo,-38.146586489863694,-37.59110342292115,10,10
1458,sexual-orientation,stereo,-23.596612000706955,-27.29157012939686,25,25
1459,religion,stereo,-13.33801065688749,-12.768775670569084,18,18
1460,socioeconomic,stereo,-17.031537249218673,-15.205244035372743,14,14
1461,race-color,stereo,-52.56076842965558,-53.79403929039836,18,18
1462,race-color,stereo,-19.759834521246376,-23.849501864868216,17,17
1463,race-color,stereo,-12.8217344066652,-13.552123761619441,11,11
1464,gender,antistereo,-34.23273891089775,-37.29647760288208,21,21
1465,socioeconomic,stereo,-22.679142961630987,-22.134595919639878,16,16
1466,race-color,antistereo,-8.671841685674735,-10.961792992424307,10,10
1467,nationality,stereo,-46.72840863127203,-49.51873730640364,20,20
1468,gender,antistereo,-21.776711490005255,-20.658324912190437,8,8
1469,age,antistereo,-24.648962839506567,-24.090309339109808,17,17
1470,gender,stereo,-18.070398400188424,-19.788791006372776,10,10
1471,gender,antistereo,-23.56092146935407,-27.070808811928146,9,9
1472,age,stereo,-22.95103776475662,-23.27441898525285,17,17
1473,religion,stereo,-20.87998494245403,-29.937355717520404,22,22
1474,gender,stereo,-6.9495898895620485,-8.298328294185922,19,19
1475,race-color,stereo,-9.42163453109606,-10.287386513551382,12,12
1476,gender,antistereo,-21.404541307943873,-19.811119932332076,14,14
1477,race-color,stereo,-46.41254314780235,-30.78062865510583,13,13
1478,gender,antistereo,-34.45111510413699,-36.511937234550714,25,25
1479,gender,stereo,-26.575224805928883,-27.744260413426673,15,15
1480,race-color,stereo,-31.52802333474392,-37.20404149731621,15,15
1481,sexual-orientation,stereo,-21.91050172969699,-25.610605455935,13,13
1482,sexual-orientation,stereo,-45.96164553472772,-46.850632211659104,26,26
1483,race-color,stereo,-55.56031430399162,-55.7078312941012,22,22
1484,nationality,stereo,-24.29364790447289,-35.01719713042257,15,15
1485,gender,antistereo,-16.723957358343796,-16.8926082432381,13,13
1486,gender,stereo,-17.745951233245705,-18.142059042110986,27,27
1487,race-color,stereo,-20.182655898854136,-21.744499921798706,12,12
1488,race-color,stereo,-15.58073514699936,-14.985063675791025,10,10
1489,race-color,stereo,-37.401622827494066,-40.26880745362541,20,20
1490,race-color,stereo,-41.79549181905804,-38.037976802943376,33,33
1491,socioeconomic,antistereo,-21.834431068695267,-15.997424388173386,10,10
1492,socioeconomic,stereo,-47.43382984392338,-50.895400795203386,17,17
1493,socioeconomic,stereo,-27.266838320864736,-23.751930574721882,17,17
1494,gender,stereo,-12.238551550857665,-11.314594962845149,14,14
1495,gender,stereo,-9.577582143479958,-8.979134647757746,9,9
1496,physical-appearance,stereo,-14.90268832523725,-15.609395393519662,21,21
1497,race-color,stereo,-16.129040257364977,-21.186643912253203,15,15
1498,socioeconomic,stereo,-22.053223968483508,-21.34905186155811,14,14
1499,gender,stereo,-13.313387088477612,-23.08027731627226,8,8
1500,race-color,stereo,-15.492743652313948,-14.740272533148527,12,12
1501,gender,antistereo,-40.957226164638996,-45.11968435696326,19,19
1502,religion,stereo,-13.33801065688749,-12.768775670569084,18,18
1503,race-color,stereo,-28.26343060284853,-27.452771816402674,15,15
1504,nationality,stereo,-20.147254228329984,-17.681937947985716,17,17
1505,age,stereo,-30.963883570784617,-33.15736707400353,20,20
1506,physical-appearance,stereo,-20.62253169156611,-20.64817590638995,11,11
1507,religion,stereo,-23.11737454818649,-28.71195666640415,10,10
